Cites,Authors,Title,Year,keywords,Affiliations,PapersNum
0,NA Qureshi,Runtime Reasoning of Requirements for Self-Adaptive Systems using AI Planning Techniques,2018,Self-Adaptive Systems (SAS); reasoning; requirement engineering; AI planning; CARE framework; runtime reasoning of requirements,King Faisal University,
8,NA Qureshi,Satisfying user needs at the right time and in the right place: a research preview,2011,"Requirements Engineering ,End-User Involvement ,Self Adaptive Systems ",King Faisal University,
0,NA Qureshi,Software Engineering Challenges: A Cloud Based Architecture For Earthquake Forecasting,2014,"Cloud computing, Cloud Architecture, Software engineering for Cloud, Earthquake forecasting system",King Faisal University,
62,NA Qureshi,Towards a continuous requirements engineering framework for self-adaptive systems,2010,"software engineering,systems analysis",King Faisal University,
37,NA Qureshi,Towards a requirements modeling language for self-adaptive systems,2012,"Requirements Engineering, Requirements Modeling, Self-Adaptive Systems ",King Faisal University,
2,NA Qureshi,Towards seamless adaptation: An agent-oriented approach,2008,"Self-Adaptive Systems , Goal Models , Agent-Oriented Software Engineering , Seamless Adaptation",King Faisal University,
128,NA Qureshi,Using Models at Runtime to Address Assurance for Self-Adaptive Systems,2014,"Model Check, Target System, Goal Model, Autonomic Computing ,Ambient Assist Live",King Faisal University,
0,NA Qureshi,Welcome to the Third International Workshop on Usability and Accessibility focused Requirements Engineering (UsARE’17),2017,,King Faisal University,
12,MB Alotaibi,A usability evaluation of multimodal metaphors for customer knowledge management,2008,"Expressive Avatars, Facial Expressions, Usability Evaluation, Customer Knowledge Management",Al Imam Mohammad Ibn Saud Islamic University,
16,MB Alotaibi,Adaptable and Adaptive E-Commerce Interfaces: An Empirical Investigation of User Acceptance.,2013,"Adaptable, Adaptive, Interaction, Technology Acceptance, E-Commerce",Al Imam Mohammad Ibn Saud Islamic University,
25,MB Alotaibi,An empirical approach to multimodal customer knowledge management,2010,"Expressive avatars, facial expressions, Usability and Trust, customer knowledge management",Al Imam Mohammad Ibn Saud Islamic University,
20,MB Alotaibi,Antecedents of software-as-a-service (SaaS) adoption: a structural equation model,2016,"Software-as-a-service, Acceptance, Quality of service, Cloud computing, Saudi Arabia",Al Imam Mohammad Ibn Saud Islamic University,
22,MB Alotaibi,Assessing the usability of university websites in Saudi Arabia: a heuristic evaluation approach,2013,"Usability, Heuristic, Evaluation, Saudi Arabia, University Websites",Al Imam Mohammad Ibn Saud Islamic University,
1,MB Alotaibi,Comparing the Usability of M-Business and M-Government Software in Saudi Arabia A Revised Nielsen's Heuristics Method,2016,Usability; interaction; heuristics; interface; mobile;Saudi Arabia,Al Imam Mohammad Ibn Saud Islamic University,
0,MB Alotaibi,Critical Success Factors for Location-Based Services in Saudi Arabia,2015,"Critical Success Factors CSF , Location-based Services , LBS",Al Imam Mohammad Ibn Saud Islamic University,
5,MB Alotaibi,Current information technology trends in Saudi organizations,2004,,Al Imam Mohammad Ibn Saud Islamic University,
0,MB Alotaibi,Determinants of information disclosure intention in mobile commerce: an extended privacy calculus model,2017,information disclosure; privacy calculus; mobile commerce; awareness; social norms,Al Imam Mohammad Ibn Saud Islamic University,
11,MB Alotaibi,Determinants of mobile service acceptance in Saudi Arabia: A revised UTAUT model,2013,"Mobile Services, Saudi Arabia, Tadawul, Technology Acceptance, Unified Theory of Acceptance and Use of Technology (UTAUT)",Al Imam Mohammad Ibn Saud Islamic University,
40,MB Alotaibi,E-commerce Adoption in Saudi Arabia: An Evaluation of Commercial Organizatios' Web Sites.,2003,"e-Commerce, evaluation, web-sites, survey, knowledge",Al Imam Mohammad Ibn Saud Islamic University,
18,MB Alotaibi,"E-commerce adoption in Saudi Arabia: an assessment of international, regional and domestic web presence",2013,"E-Commerce, Customer-focus, Content, Saudi Arabia, Web Evaluation, Appearance",Al Imam Mohammad Ibn Saud Islamic University,
48,MB Alotaibi,Exploring Users' Attitudes and Intentions toward the Adoption of Cloud Computing in Saudi Arabia: an Empirical Investigation.,2014,"Technology Acceptance, Cloud Computing, Structural Model, Trust, Perceived Risk, Saudi Arabia",Al Imam Mohammad Ibn Saud Islamic University,
20,MB Alotaibi,How efficient is it to communicate customer knowledge with the aid of audio-visual metaphors?,2008,"Customer, knowledge, multimodal,interaction, efficiency,sound, speech,earcons , Auditory Icons, audio-visual ",Al Imam Mohammad Ibn Saud Islamic University,
6,MB Alotaibi,Mobile computing trends in Saudi Arabia: An exploratory study,2015,Mobile Computing; Saudi Arabia; Exploratory; Mobile Business; Mobile Government,Al Imam Mohammad Ibn Saud Islamic University,
0,MB Alotaibi,Modelling Electronic Sharing (E-Sharing) Behaviour: A Perspective on Location-aware Technology,2017,"Location-aware, Knowledge, Trust, Rewards, Reputation, Electronic sharing",Al Imam Mohammad Ibn Saud Islamic University,
8,MB Alotaibi,Multimodal metaphors for edutainment in E-learning interfaces: A usability evaluation of learnability and experienced user performance,2014,"edutainment, multimodal metaphors, avatars,learnability, experienced user performance (EUP)",Al Imam Mohammad Ibn Saud Islamic University,
0,MB Alotaibi,Predicting Switching Behaviour of e-Service Users toward m-Services: An Empirical Investigation.,2018,"Enablers, inhibitors, m-services, mobile, switching behaviour",Al Imam Mohammad Ibn Saud Islamic University,
12,MB Alotaibi,Predicting citizens' acceptance of M-government services in Saudi Arabia an empirical investigation,2015,"Mobile Government, Saudi Arabia, Technology Acceptance Model, Experience, Trust, Time",Al Imam Mohammad Ibn Saud Islamic University,
4,MB Alotaibi,The role of trust in the acceptance of government cloud: an empirical study,2017,"Cloud Computing, Government Cloud, PLS-SEM, Technology Acceptance, Trust",Al Imam Mohammad Ibn Saud Islamic University,
0,MB Alotaibi,USING MULTIMODAL METAPHORS TO COMMUNICATE CUSTOMER KNOWLEDGE: AN EVALUATION ON EFFICIENCY,2017,"Expressive Avatars, Facial Expressions, Usability and Trust, Customer Knowledge Management ",Al Imam Mohammad Ibn Saud Islamic University,
4,MM Muslam,Average Link Stability with Energy-Aware Routing Protocol for MANETs,2018,Mobile Ad-hoc Network (MANET); routing protocol; energy aware; link life time; AODV,Al Imam Mohammad Ibn Saud Islamic University,
3,MM Muslam,Distributed mobility management with mobile Host Identity Protocol proxy,2017,"Handover, Distributed mobility, Mobility management, Mobility proxy",Al Imam Mohammad Ibn Saud Islamic University,
7,MM Muslam,HIP based micro-mobility management optimization,2009,"HIP , Micro-mobility management",Al Imam Mohammad Ibn Saud Islamic University,
4,MM Muslam,Host identity protocol extension supporting localized mobility management,2011,"HIP , Mobility , Micro-mobility",Al Imam Mohammad Ibn Saud Islamic University,
4,MM Muslam,Hybrid HIP and PMIPv6 (HIPPMIP) mobility management for handover performance optimization,2010,"HIP , HIPPMIP , PMIPv6",Al Imam Mohammad Ibn Saud Islamic University,
4,MM Muslam,Inter-subnet localized mobility support for host identity protocol,2011,"HIP, mobility, micro-mobility",Al Imam Mohammad Ibn Saud Islamic University,
16,MM Muslam,Network-based mobility and host identity protocol,2012,"Host Identity Protocol, HIP Proxy, handover management",Al Imam Mohammad Ibn Saud Islamic University,
3,MM Muslam,Smart Selection of Candidate Neighbors for Efficient Route Discovery in MANETs,2017,"MANETs, route discovery, position-based routing, forwarding RREQ, reactive routing protocols, candidate neighbors selection",Al Imam Mohammad Ibn Saud Islamic University,
0,MM Muslam,System and Method for Mobility Management in a Wireless Communications System,2015,,Al Imam Mohammad Ibn Saud Islamic University,
0,MM Muslam,System and method for mobility management in a wireless communications system,2015,,Al Imam Mohammad Ibn Saud Islamic University,
2,MM Muslam,The network simulator-ns2,2015,,Al Imam Mohammad Ibn Saud Islamic University,
5,T Slimani,A New Approach for Arabic Named Entity Recognition.,2017,"Arabic NE, machine learning, web document, information retrieval, information extraction",Taif University,
2,T Slimani,A Study on Ontologies and their Classification,2014,,Taif University,
73,T Slimani,A new similarity measure based on edge counting,2006,"Hierarchy, IS-A ontology, Semantic Web, Similarity Measure",Taif University,
1,T Slimani,A study investigating knowledge-based engineering methodologies analysis,2015,Ontology; Ontology Engineering; Knowledge based systems; Ontology Building,Taif University,
11,T Slimani,A study investigating typical concepts and guidelines for ontology building,2015,"Ontology, Ontology building, ontology design, ontology development, ontology reuse, ontology components, ontology typology",Taif University,
0,T Slimani,ANALYSIS OF SYSTEM TAXONOMY KNOWLEDGE-BASED,2014,"Ontologies, ontology classes, ontology families, ontology languages, ontology modularization, semantic web",Taif University,
3,T Slimani,An overview of search methodologies in Semantic Web,2010,"information retrieval , semantic Web",Taif University,
20,T Slimani,Application of rough set theory in data mining,2013,"Rough set theory, data mining, decision table, decision rule, data representation",Taif University,
3,T Slimani,Approaches for Semantic Web Service: An Overview,2013,,Taif University,
2,T Slimani,Approaches for semantic association mining and hidden entities extraction in knowledge base,2010,,Taif University,
1,T Slimani,Approche binaire pour la génération des fortes règles d'association.,2004,,Taif University,
6,T Slimani,Class Association Rules Mining based Rough Set Method,2014,"Data Mining, RST, CAR, ARM, NAR, Bitmap, class association rules, Rough Set Theory",Taif University,
3,T Slimani,Concepts and Tools for Marketing Intelligence Development,2013,"Business Intelligence Components, Business Intelligence (BI), Marketing Intelligence, Open Source Tools for Business Intelligence, Semantic Web",Taif University,
7,T Slimani,Deployment of VoIP Technology: QoS Concerns,2013,"VoIP, QoS, Bandwidth, Packet Delay, Packet Delay Variation, Packet Loss ",Taif University,
133,T Slimani,Description and evaluation of semantic similarity measures approaches,2013,"Similarity Measure, structure-based measures, edge-counting, feature-based measures, hybrid measures, Wornet, MeSH ontology",Taif University,
0,T Slimani,Domain Models Schemas: A Semantic Web Perspective,2014,Ontologies; ontology classes; ontology families; ontology languages; ontology modularization; semantic web,Taif University,
42,T Slimani,Efficient analysis of pattern and association rule mining approaches,2014,"Association Rule, Frequent Itemset, Sequence Mining, Pattern Mining, Data Mining",Taif University,
1,T Slimani,Evaluation d'associations sémantiques dans une ontologie de domaine,2009,,Taif University,
21,T Slimani,Forensics investigation of web application security attacks,2015,"Web application, Security Attack, Forensics Investigation",Taif University,
2,T Slimani,IAX-Based Peer-to-Peer VoIP Architecture,2013,"VoIP, Peer-to-peer, IAX, Kademlia",Taif University,
0,T Slimani,Langage de recherche d'associations sémantiques à partir d'une base de connaissances.,2010,,Taif University,
1,T Slimani,Le Web sémantique: Une vue d'ensemble,2005,,Taif University,
3,T Slimani,New Approach to Optimize the Time of Association Rules Extraction,2013,"Data Mining, Association Rules, Large Databases,Frequent Itemsets, Peano Trees (Ptree)",Taif University,
46,T Slimani,"Ontology development: A comparing study on tools, languages and formalisms",2015,"Ontology Building Tools, Ontology Development, Ontology Formalisms, Ontology Languages, Ontology Tools, Ontologies",Taif University,
